Type,Sales per customer,Delivery Status,Category Name,Customer Segment,Customer State,Customer Zipcode,Department Name,Latitude,Longitude,Order Country,Order Customer Id,order date (DateOrders),Order Item Quantity,Sales,Order Item Total,Order Region,Order Status,Product Card Id,Product Name,Product Price,shipping date (DateOrders),Shipping Mode
TRANSFER,170,Shipping on time,Women's Apparel,Consumer,IL,60025,Golf,42.0731163,-87.85407257,Francia,1015,8/19/2015 16:08,4,200,170,Western Europe,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,8/23/2015 16:08,Standard Class
TRANSFER,134.3699951,Advance shipping,Shop By Sport,Consumer,IL,60647,Golf,41.91740036,-87.68401337,Francia,9252,6/22/2015 23:34,4,159.9600067,134.3699951,Western Europe,PROCESSING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,6/24/2015 23:34,Standard Class
TRANSFER,168,Late delivery,Women's Apparel,Consumer,AZ,85282,Golf,33.40329361,-111.9140549,Alemania,2975,7/28/2017 14:58,4,200,168,Western Europe,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,08/02/17 14:58,Standard Class
TRANSFER,168,Advance shipping,Women's Apparel,Consumer,NY,11520,Golf,40.65486527,-73.58707428,Francia,4452,7/20/2017 4:49,4,200,168,Western Europe,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,7/23/2017 4:49,Standard Class
TRANSFER,166,Advance shipping,Women's Apparel,Consumer,CA,95111,Golf,37.26375961,-121.8059616,Reino Unido,6652,9/16/2017 19:06,4,200,166,Northern Europe,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/18/2017 19:06,Standard Class
TRANSFER,166,Advance shipping,Women's Apparel,Consumer,SC,29730,Golf,34.80184555,-81.09809113,España,3365,9/21/2015 6:27,4,200,166,Southern Europe,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/23/2015 6:27,Standard Class
TRANSFER,164,Advance shipping,Women's Apparel,Consumer,NY,13440,Golf,43.21662521,-75.45603943,Reino Unido,3369,9/27/2015 18:43,4,200,164,Northern Europe,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/30/2015 18:43,Standard Class
TRANSFER,164,Advance shipping,Women's Apparel,Consumer,FL,33624,Golf,28.03951073,-82.46056366,Italia,8148,6/19/2015 20:15,4,200,164,Southern Europe,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,6/21/2015 20:15,Standard Class
TRANSFER,164,Late delivery,Women's Apparel,Consumer,IL,60660,Golf,33.88656235,-117.9215698,Italia,895,6/30/2017 21:40,4,200,164,Southern Europe,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,07/06/17 21:40,Standard Class
TRANSFER,131.1699982,Advance shipping,Shop By Sport,Consumer,CA,90037,Golf,33.95993424,-118.3780823,Alemania,12019,7/14/2017 3:26,4,159.9600067,131.1699982,Western Europe,PROCESSING,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,7/17/2017 3:26,Standard Class
TRANSFER,160,Late delivery,Women's Apparel,Consumer,MA,2740,Golf,41.6280365,-70.92701721,Rusia,7390,10/25/2016 12:33,4,200,160,Eastern Europe,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/31/2016 12:33,Standard Class
TRANSFER,150,Late delivery,Women's Apparel,Consumer,AZ,85746,Golf,32.15084076,-111.0030136,Rumania,2149,10/03/16 18:11,4,200,150,Eastern Europe,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/08/16 18:11,Standard Class
TRANSFER,150,Late delivery,Women's Apparel,Consumer,TX,78753,Golf,30.35012245,-97.69873047,Reino Unido,6075,7/23/2017 5:21,4,200,150,Northern Europe,PROCESSING,502,Nike Men's Dri-FIT Victory Golf Polo,50,7/28/2017 5:21,Standard Class
TRANSFER,97.95999908,Advance shipping,Accessories,Consumer,AZ,85254,Outdoors,33.59082031,-111.9261398,Reino Unido,5481,8/30/2015 16:18,4,99.95999908,97.95999908,Northern Europe,PROCESSING,906,Team Golf Tennessee Volunteers Putter Grip,24.98999977,09/02/15 16:18,Standard Class
TRANSFER,199.6399994,Late delivery,Electronics,Consumer,CA,92507,Outdoors,33.98527527,-117.3377075,Reino Unido,10731,09/05/15 11:44,4,207.9600067,199.6399994,Northern Europe,PROCESSING,821,Titleist Pro V1 High Numbers Personalized Gol,51.99000168,09/11/15 11:44,Standard Class
TRANSFER,65.5699997,Shipping on time,Golf Balls,Consumer,CA,91732,Outdoors,34.19438171,-118.1662979,Noruega,7457,6/18/2015 16:55,4,79.95999908,65.5699997,Northern Europe,PROCESSING,804,Glove It Women's Imperial Golf Glove,19.98999977,6/22/2015 16:55,Standard Class
TRANSFER,107.4800034,Shipping canceled,Electronics,Consumer,CA,95060,Footwear,36.97051239,-122.0238266,Alemania,11654,7/27/2015 10:02,4,111.9599991,107.4800034,Western Europe,SUSPECTED_FRAUD,273,Under Armour Kids' Mercenary Slide,27.98999977,08/02/15 10:02,Standard Class
TRANSFER,379.9599915,Shipping canceled,Cardio Equipment,Consumer,OR,97045,Footwear,45.35498428,-122.6026993,Francia,6397,6/21/2017 19:45,4,399.9599915,379.9599915,Western Europe,SUSPECTED_FRAUD,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,6/25/2017 19:45,Standard Class
TRANSFER,335.9700012,Shipping canceled,Cardio Equipment,Consumer,TX,75217,Footwear,32.71303558,-96.69631958,Reino Unido,6906,09/03/15 09:17,4,399.9599915,335.9700012,Northern Europe,SUSPECTED_FRAUD,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,09/05/15 09:17,Standard Class
TRANSFER,331.9700012,Shipping canceled,Cardio Equipment,Consumer,CA,92026,Footwear,33.13901901,-117.0928192,Alemania,6600,6/30/2017 3:48,4,399.9599915,331.9700012,Western Europe,SUSPECTED_FRAUD,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,07/05/17 03:48,Standard Class
TRANSFER,232.7599945,Shipping canceled,Cleats,Consumer,NY,14150,Apparel,42.9422493,-78.89958954,Francia,11073,8/30/2017 17:12,4,239.9600067,232.7599945,Western Europe,SUSPECTED_FRAUD,365,Perfect Fitness Perfect Rip Deck,59.99000168,09/01/17 17:12,Standard Class
TRANSFER,223.1600037,Shipping canceled,Cleats,Consumer,VA,22003,Apparel,38.82551575,-77.21334839,Ucrania,1191,9/27/2016 17:30,4,239.9600067,223.1600037,Eastern Europe,SUSPECTED_FRAUD,365,Perfect Fitness Perfect Rip Deck,59.99000168,9/29/2016 17:30,Standard Class
TRANSFER,223.1600037,Shipping canceled,Cleats,Consumer,TN,38118,Apparel,35.06880951,-89.9284668,España,8102,8/29/2015 5:58,4,239.9600067,223.1600037,Southern Europe,SUSPECTED_FRAUD,365,Perfect Fitness Perfect Rip Deck,59.99000168,09/03/15 05:58,Standard Class
TRANSFER,211.1600037,Shipping canceled,Cleats,Consumer,IL,60187,Apparel,41.86656189,-88.10800171,Francia,7051,8/23/2015 15:26,4,239.9600067,211.1600037,Western Europe,SUSPECTED_FRAUD,365,Perfect Fitness Perfect Rip Deck,59.99000168,8/29/2015 15:26,Standard Class
TRANSFER,208.7700043,Shipping canceled,Cleats,Consumer,TX,75023,Apparel,33.03203583,-96.84355927,Reino Unido,4044,9/29/2015 18:00,4,239.9600067,208.7700043,Northern Europe,SUSPECTED_FRAUD,365,Perfect Fitness Perfect Rip Deck,59.99000168,10/02/15 18:00,Standard Class
TRANSFER,201.5700073,Shipping canceled,Cleats,Consumer,NJ,8854,Apparel,40.49956513,-74.44915009,Italia,235,09/12/15 12:15,4,239.9600067,201.5700073,Southern Europe,SUSPECTED_FRAUD,365,Perfect Fitness Perfect Rip Deck,59.99000168,9/14/2015 12:15,Standard Class
TRANSFER,179.9700012,Shipping canceled,Cleats,Consumer,FL,33155,Apparel,25.73170471,-80.30670166,Italia,703,10/13/2015 5:22,4,239.9600067,179.9700012,Southern Europe,SUSPECTED_FRAUD,365,Perfect Fitness Perfect Rip Deck,59.99000168,10/19/2015 5:22,Standard Class
TRANSFER,200,Shipping canceled,Women's Apparel,Consumer,ND,58501,Golf,46.81184387,-100.7877197,Reino Unido,5289,8/18/2017 21:46,4,200,200,Northern Europe,SUSPECTED_FRAUD,502,Nike Men's Dri-FIT Victory Golf Polo,50,8/21/2017 21:46,Standard Class
TRANSFER,198,Shipping canceled,Women's Apparel,Consumer,VA,23322,Golf,36.70524979,-76.2432785,Austria,3916,7/17/2015 8:39,4,200,198,Western Europe,SUSPECTED_FRAUD,502,Nike Men's Dri-FIT Victory Golf Polo,50,7/19/2015 8:39,Standard Class
TRANSFER,151.9600067,Shipping canceled,Shop By Sport,Consumer,NJ,8854,Golf,40.49956513,-74.44915009,Italia,235,09/12/15 12:15,4,159.9600067,151.9600067,Southern Europe,SUSPECTED_FRAUD,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,9/14/2015 12:15,Standard Class
TRANSFER,190,Shipping canceled,Women's Apparel,Consumer,NJ,8753,Golf,39.95728302,-74.19393158,España,9600,7/26/2017 7:37,4,200,190,Southern Europe,SUSPECTED_FRAUD,502,Nike Men's Dri-FIT Victory Golf Polo,50,7/28/2017 7:37,Standard Class
TRANSFER,176,Shipping canceled,Women's Apparel,Consumer,VA,22003,Golf,38.82551575,-77.21334839,Ucrania,1191,9/27/2016 17:30,4,200,176,Eastern Europe,SUSPECTED_FRAUD,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/29/2016 17:30,Standard Class
TRANSFER,140.7599945,Shipping canceled,Shop By Sport,Consumer,CA,90063,Golf,34.04621506,-118.1860352,Francia,9107,9/21/2017 5:58,4,159.9600067,140.7599945,Western Europe,SUSPECTED_FRAUD,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,9/23/2017 5:58,Standard Class
TRANSFER,140.7599945,Shipping canceled,Shop By Sport,Consumer,CA,92084,Golf,33.23309708,-117.2240524,Francia,5979,07/02/17 17:49,4,159.9600067,140.7599945,Western Europe,SUSPECTED_FRAUD,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,07/04/17 17:49,Standard Class
TRANSFER,170,Shipping canceled,Women's Apparel,Consumer,TX,75217,Golf,32.71303558,-96.69631958,Reino Unido,6906,09/03/15 09:17,4,200,170,Northern Europe,SUSPECTED_FRAUD,502,Nike Men's Dri-FIT Victory Golf Polo,50,09/05/15 09:17,Standard Class
TRANSFER,132.7700043,Shipping canceled,Shop By Sport,Consumer,IL,60102,Golf,42.17568588,-88.37289429,Francia,3934,08/12/15 00:12,4,159.9600067,132.7700043,Western Europe,SUSPECTED_FRAUD,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,8/16/2015 0:12,Standard Class
TRANSFER,150,Shipping canceled,Women's Apparel,Consumer,CO,80013,Golf,39.49591446,-98.98998261,Francia,9426,10/10/15 02:45,4,200,150,Western Europe,SUSPECTED_FRAUD,502,Nike Men's Dri-FIT Victory Golf Polo,50,10/13/2015 2:45,Standard Class
TRANSFER,201.7200012,Shipping canceled,Electronics,Consumer,PA,19144,Outdoors,40.03124619,-75.18191528,España,2513,09/07/15 15:56,4,207.9600067,201.7200012,Southern Europe,SUSPECTED_FRAUD,823,Titleist Pro V1x High Numbers Personalized Go,51.99000168,09/12/15 15:56,Standard Class
TRANSFER,95.97000122,Shipping canceled,Electronics,Consumer,NJ,8854,Outdoors,40.49956513,-74.44915009,Italia,235,09/12/15 12:15,4,127.9599991,95.97000122,Southern Europe,SUSPECTED_FRAUD,825,Bridgestone e6 Straight Distance NFL Tennesse,31.98999977,9/14/2015 12:15,Standard Class
TRANSFER,208.7700043,Shipping canceled,Baseball & Softball,Consumer,CA,92025,Fitness,34.49317551,-118.2203522,Panamá,10632,02/12/15 03:05,4,239.9600067,208.7700043,Central America,CANCELED,44,adidas Men's F10 Messi TRX FG Soccer Cleat,59.99000168,2/15/2015 3:05,Standard Class
TRANSFER,395.9599915,Shipping canceled,Cardio Equipment,Consumer,IL,60608,Footwear,41.89491653,-87.76180267,México,11947,1/18/2015 7:09,4,399.9599915,395.9599915,Central America,CANCELED,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,1/20/2015 7:09,Standard Class
TRANSFER,335.9700012,Shipping canceled,Cardio Equipment,Consumer,MI,48224,Footwear,42.41482544,-82.9394455,Argentina,9154,05/04/15 21:22,4,399.9599915,335.9700012,South America,CANCELED,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,05/08/15 21:22,Standard Class
TRANSFER,319.9700012,Shipping canceled,Cardio Equipment,Consumer,CA,95127,Footwear,37.37883377,-121.8303375,México,9897,3/13/2017 20:35,4,399.9599915,319.9700012,Central America,CANCELED,191,Nike Men's Free 5.0+ Running Shoe,99.98999786,3/19/2017 20:35,Standard Class
TRANSFER,218.3600006,Shipping canceled,Cleats,Consumer,GA,30067,Apparel,33.9172287,-84.47109222,Panamá,11198,3/16/2017 19:01,4,239.9600067,218.3600006,Central America,CANCELED,365,Perfect Fitness Perfect Rip Deck,59.99000168,3/18/2017 19:01,Standard Class
TRANSFER,203.9700012,Shipping canceled,Cleats,Consumer,IL,60608,Apparel,41.89491653,-87.76180267,México,11947,1/18/2015 7:09,4,239.9600067,203.9700012,Central America,CANCELED,365,Perfect Fitness Perfect Rip Deck,59.99000168,1/20/2015 7:09,Standard Class
TRANSFER,203.9700012,Shipping canceled,Cleats,Consumer,IL,61554,Apparel,40.56959915,-89.64508057,Brasil,1753,1/21/2015 4:10,4,239.9600067,203.9700012,South America,CANCELED,365,Perfect Fitness Perfect Rip Deck,59.99000168,1/25/2015 4:10,Standard Class
TRANSFER,201.5700073,Shipping canceled,Cleats,Consumer,CA,92705,Apparel,33.96364975,-118.2096863,Colombia,2790,2/21/2017 3:27,4,239.9600067,201.5700073,South America,CANCELED,365,Perfect Fitness Perfect Rip Deck,59.99000168,2/23/2017 3:27,Standard Class
TRANSFER,201.5700073,Shipping canceled,Cleats,Consumer,IL,61554,Apparel,40.56959915,-89.64508057,Brasil,1753,1/21/2015 4:10,4,239.9600067,201.5700073,South America,CANCELED,365,Perfect Fitness Perfect Rip Deck,59.99000168,1/25/2015 4:10,Standard Class
TRANSFER,199.1699982,Shipping canceled,Cleats,Consumer,TX,75227,Apparel,32.76312256,-96.69212341,Cuba,1756,4/19/2017 1:06,4,239.9600067,199.1699982,Caribbean,CANCELED,365,Perfect Fitness Perfect Rip Deck,59.99000168,4/24/2017 1:06,Standard Class
TRANSFER,199.1699982,Shipping canceled,Cleats,Consumer,CA,91351,Apparel,34.43691254,-118.4601517,Brasil,10042,01/11/15 18:12,4,239.9600067,199.1699982,South America,CANCELED,365,Perfect Fitness Perfect Rip Deck,59.99000168,1/15/2015 18:12,Standard Class
TRANSFER,199.1699982,Shipping canceled,Cleats,Consumer,IN,46226,Apparel,40.02439499,-86.44609833,Brasil,9698,04/04/17 09:42,4,239.9600067,199.1699982,South America,CANCELED,365,Perfect Fitness Perfect Rip Deck,59.99000168,04/06/17 09:42,Standard Class
TRANSFER,199.1699982,Shipping canceled,Cleats,Consumer,MI,48224,Apparel,42.41482544,-82.9394455,Argentina,9154,05/04/15 21:22,4,239.9600067,199.1699982,South America,CANCELED,365,Perfect Fitness Perfect Rip Deck,59.99000168,05/08/15 21:22,Standard Class
DEBIT,248.9600067,Advance shipping,Cleats,Consumer,NY,10458,Apparel,40.83815384,-73.87194824,Francia,6524,07/10/17 16:45,5,299.9500122,248.9600067,Western Europe,COMPLETE,365,Perfect Fitness Perfect Rip Deck,59.99000168,07/12/17 16:45,Standard Class
DEBIT,245.9600067,Late delivery,Cleats,Consumer,MA,2360,Apparel,41.92736816,-70.7484436,Países Bajos,2792,8/31/2017 3:22,5,299.9500122,245.9600067,Western Europe,COMPLETE,365,Perfect Fitness Perfect Rip Deck,59.99000168,09/06/17 03:22,Standard Class
DEBIT,245.9600067,Late delivery,Cleats,Consumer,MI,48205,Apparel,42.42877197,-82.98252869,Francia,5209,9/18/2015 7:41,5,299.9500122,245.9600067,Western Europe,COMPLETE,365,Perfect Fitness Perfect Rip Deck,59.99000168,9/23/2015 7:41,Standard Class
DEBIT,245.9600067,Advance shipping,Cleats,Consumer,NJ,8540,Apparel,40.35742188,-74.64842224,Alemania,5518,9/29/2017 1:45,5,299.9500122,245.9600067,Western Europe,COMPLETE,365,Perfect Fitness Perfect Rip Deck,59.99000168,10/02/17 01:45,Standard Class
DEBIT,239.9600067,Advance shipping,Cleats,Consumer,AZ,85225,Apparel,33.30517578,-111.9684448,Reino Unido,9955,9/24/2015 8:23,5,299.9500122,239.9600067,Northern Europe,COMPLETE,365,Perfect Fitness Perfect Rip Deck,59.99000168,9/27/2015 8:23,Standard Class
DEBIT,239.9600067,Advance shipping,Cleats,Consumer,CA,90043,Apparel,33.98547363,-118.3382416,Italia,10672,10/20/2015 15:00,5,299.9500122,239.9600067,Southern Europe,COMPLETE,365,Perfect Fitness Perfect Rip Deck,59.99000168,10/23/2015 15:00,Standard Class
DEBIT,239.9600067,Late delivery,Cleats,Consumer,CA,92021,Apparel,32.80217743,-116.9388351,Francia,2129,6/21/2017 11:42,5,299.9500122,239.9600067,Western Europe,COMPLETE,365,Perfect Fitness Perfect Rip Deck,59.99000168,6/27/2017 11:42,Standard Class
DEBIT,239.9600067,Late delivery,Cleats,Consumer,MN,55106,Apparel,44.95698166,-93.06536865,Alemania,1450,08/04/15 15:38,5,299.9500122,239.9600067,Western Europe,COMPLETE,365,Perfect Fitness Perfect Rip Deck,59.99000168,08/09/15 15:38,Standard Class
DEBIT,239.9600067,Advance shipping,Cleats,Consumer,OH,43026,Apparel,40.03102875,-83.13726807,Países Bajos,2289,8/13/2015 10:32,5,299.9500122,239.9600067,Western Europe,COMPLETE,365,Perfect Fitness Perfect Rip Deck,59.99000168,8/15/2015 10:32,Standard Class
DEBIT,224.9600067,Shipping on time,Cleats,Consumer,FL,32073,Apparel,30.1652298,-81.72342682,Rusia,9555,9/28/2016 2:57,5,299.9500122,224.9600067,Eastern Europe,COMPLETE,365,Perfect Fitness Perfect Rip Deck,59.99000168,10/02/16 02:57,Standard Class
DEBIT,224.9600067,Advance shipping,Cleats,Consumer,NY,10025,Apparel,40.61753464,-73.94441223,Italia,323,09/10/17 16:19,5,299.9500122,224.9600067,Southern Europe,COMPLETE,365,Perfect Fitness Perfect Rip Deck,59.99000168,9/13/2017 16:19,Standard Class
DEBIT,224.9600067,Advance shipping,Cleats,Consumer,TX,75227,Apparel,32.77589798,-96.68588257,España,1063,09/11/15 18:44,5,299.9500122,224.9600067,Southern Europe,COMPLETE,365,Perfect Fitness Perfect Rip Deck,59.99000168,9/13/2015 18:44,Standard Class
DEBIT,224.9600067,Late delivery,Cleats,Consumer,MD,20783,Apparel,38.98765183,-76.98097229,Francia,3046,6/28/2015 14:06,5,299.9500122,224.9600067,Western Europe,COMPLETE,365,Perfect Fitness Perfect Rip Deck,59.99000168,07/04/15 14:06,Standard Class
DEBIT,250,Late delivery,Women's Apparel,Consumer,CA,92780,Golf,36.82581329,-121.6408463,Reino Unido,10307,09/06/17 16:40,5,250,250,Northern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,09/11/17 16:40,Standard Class
DEBIT,250,Advance shipping,Women's Apparel,Consumer,IL,60625,Golf,41.97568893,-87.69367981,Macedonia,2630,09/06/16 17:21,5,250,250,Southern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,09/09/16 17:21,Standard Class
DEBIT,199.9499969,Shipping on time,Shop By Sport,Consumer,NY,14150,Golf,43.01396942,-78.87906647,Francia,5268,6/30/2017 19:13,5,199.9499969,199.9499969,Western Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,07/04/17 19:13,Standard Class
DEBIT,199.9499969,Advance shipping,Shop By Sport,Consumer,TX,79109,Golf,35.18754196,-101.8676224,Francia,8802,9/15/2017 6:40,5,199.9499969,199.9499969,Western Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,9/18/2017 6:40,Standard Class
DEBIT,250,Shipping on time,Women's Apparel,Consumer,ND,58501,Golf,46.80438995,-100.7311554,Países Bajos,3544,07/04/17 10:48,5,250,250,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,07/08/17 10:48,Standard Class
DEBIT,247.5,Late delivery,Women's Apparel,Consumer,GA,30032,Golf,33.76404572,-84.25080872,Dinamarca,6011,06/10/15 22:11,5,250,247.5,Northern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,6/16/2015 22:11,Standard Class
DEBIT,247.5,Advance shipping,Women's Apparel,Consumer,IL,60625,Golf,41.97568893,-87.69367981,Macedonia,2630,09/06/16 17:21,5,250,247.5,Southern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,09/09/16 17:21,Standard Class
DEBIT,197.9499969,Advance shipping,Shop By Sport,Consumer,CA,94806,Golf,36.15671158,-120.3462524,Bélgica,9662,7/19/2017 0:48,5,199.9499969,197.9499969,Western Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,7/22/2017 0:48,Standard Class
DEBIT,197.9499969,Shipping on time,Shop By Sport,Consumer,FL,33016,Golf,25.87724495,-80.33294678,Francia,3370,7/26/2015 22:50,5,199.9499969,197.9499969,Western Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,7/30/2015 22:50,Standard Class
DEBIT,247.5,Shipping on time,Women's Apparel,Consumer,CA,92804,Golf,33.80156326,-117.8990173,Alemania,12245,09/11/17 17:11,5,250,247.5,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/15/2017 17:11,Standard Class
DEBIT,247.5,Advance shipping,Women's Apparel,Consumer,FL,32808,Golf,28.57764053,-81.44708252,Alemania,1562,8/14/2017 5:19,5,250,247.5,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,8/16/2017 5:19,Standard Class
DEBIT,195.9499969,Advance shipping,Shop By Sport,Consumer,NY,11220,Golf,40.6416893,-74.01692963,Rusia,1508,9/26/2016 2:58,5,199.9499969,195.9499969,Eastern Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,9/28/2016 2:58,Standard Class
DEBIT,245,Shipping on time,Women's Apparel,Consumer,TX,78228,Golf,29.47656632,-98.579216,Polonia,7523,11/10/16 02:43,5,250,245,Eastern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,11/14/2016 2:43,Standard Class
DEBIT,245,Shipping on time,Women's Apparel,Consumer,PA,19120,Golf,40.03164673,-75.12759399,Reino Unido,5671,8/25/2015 22:47,5,250,245,Northern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,8/29/2015 22:47,Standard Class
DEBIT,245,Advance shipping,Women's Apparel,Consumer,CA,90804,Golf,33.86135101,-118.1989517,España,7748,9/20/2015 1:02,5,250,245,Southern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/23/2015 1:02,Standard Class
DEBIT,195.9499969,Advance shipping,Shop By Sport,Consumer,CA,95823,Golf,38.48671341,-121.459343,Países Bajos,11431,07/11/15 23:22,5,199.9499969,195.9499969,Western Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,7/14/2015 23:22,Standard Class
DEBIT,245,Shipping on time,Women's Apparel,Consumer,CA,93063,Golf,34.26791382,-118.6712112,Alemania,4794,06/05/15 13:37,5,250,245,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,06/09/15 13:37,Standard Class
DEBIT,242.5,Late delivery,Women's Apparel,Consumer,GA,30135,Golf,33.72855759,84.74267578,Rusia,971,12/29/2016 1:05,5,250,242.5,Eastern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,01/04/17 01:05,Standard Class
DEBIT,193.9499969,Advance shipping,Shop By Sport,Consumer,MD,21228,Golf,39.27961731,-76.71038055,Reino Unido,3420,08/07/17 03:45,5,199.9499969,193.9499969,Northern Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,08/10/17 03:45,Standard Class
DEBIT,242.5,Late delivery,Women's Apparel,Consumer,IL,60453,Golf,41.7158165,-87.7405777,Francia,7518,09/03/15 22:57,5,250,242.5,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,09/09/15 22:57,Standard Class
DEBIT,242.5,Advance shipping,Women's Apparel,Consumer,NV,89015,Golf,36.04153061,-114.9654922,Alemania,2742,08/09/17 04:48,5,250,242.5,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,08/12/17 04:48,Standard Class
DEBIT,240,Advance shipping,Women's Apparel,Consumer,CA,93436,Golf,34.63919449,-120.477684,Dinamarca,7803,8/16/2015 8:36,5,250,240,Northern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,8/18/2015 8:36,Standard Class
DEBIT,191.9499969,Advance shipping,Shop By Sport,Consumer,NV,89030,Golf,36.24917603,-115.0396881,Italia,3939,7/23/2017 18:39,5,199.9499969,191.9499969,Southern Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,7/26/2017 18:39,Standard Class
DEBIT,240,Advance shipping,Women's Apparel,Consumer,MD,21502,Golf,39.65353012,-78.76384735,Italia,8118,09/10/15 01:02,5,250,240,Southern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/13/2015 1:02,Standard Class
DEBIT,191.9499969,Late delivery,Shop By Sport,Consumer,AR,72401,Golf,35.82094193,-90.63130951,Alemania,4561,8/24/2015 19:27,5,199.9499969,191.9499969,Western Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,8/30/2015 19:27,Standard Class
DEBIT,240,Advance shipping,Women's Apparel,Consumer,AZ,85224,Golf,33.30039215,-111.8709564,Alemania,3961,07/04/17 03:26,5,250,240,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,07/07/17 03:26,Standard Class
DEBIT,240,Shipping on time,Women's Apparel,Consumer,OH,44107,Golf,40.73361969,-84.13384247,Alemania,12218,6/22/2017 18:31,5,250,240,Western Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,6/26/2017 18:31,Standard Class
DEBIT,237.5,Late delivery,Women's Apparel,Consumer,FL,33055,Golf,25.94878006,-80.28707886,Ucrania,3146,12/26/2016 2:39,5,250,237.5,Eastern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,12/31/2016 2:39,Standard Class
DEBIT,189.9499969,Late delivery,Shop By Sport,Consumer,FL,32308,Golf,30.49506187,-84.24580383,Reino Unido,11397,09/11/17 02:07,5,199.9499969,189.9499969,Northern Europe,COMPLETE,627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,9/17/2017 2:07,Standard Class
DEBIT,237.5,Advance shipping,Women's Apparel,Consumer,IL,60120,Golf,42.01670456,-88.26392365,Reino Unido,9005,9/23/2015 9:15,5,250,237.5,Northern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/25/2015 9:15,Standard Class
DEBIT,237.5,Late delivery,Women's Apparel,Consumer,TX,77840,Golf,30.62633896,-96.34606934,Portugal,775,9/23/2017 18:34,5,250,237.5,Southern Europe,COMPLETE,502,Nike Men's Dri-FIT Victory Golf Polo,50,9/28/2017 18:34,Standard Class
